ticker,period,waves_per_yr,amp_cv,amp_skew,up_dn_amp,up_dn_days,maxwave_pos,late_amp_ratio,days_mean_log,days_cv,amp_vol_corr,yz20_med,yz60_med,yz_ratio,state
000100,23,17.883870967741935,0.6311981224837081,1.1853595700069723,0.23710875506559345,-0.32423966818557853,1.0,1.5488691343273016,2.4304184645039304,0.5356775149285248,0.790909090909091,46.88002448004141,54.39464442091663,0.8618500034171456,3
000100,24H1,24.99173553719008,0.4893158389870944,0.7019086010903527,0.5687869753103888,0.3275035666384525,0.0,0.7566939136321947,2.7673667782586295,0.7436029645060102,0.8601398601398602,40.14184543748531,39.61306354728937,1.0133486744736289,3
000100,24H2,24.585365853658537,0.8102649744659011,2.302032580690535,0.6183965700793227,0.011560822401076006,0.36312849162011174,0.7634148676715672,2.6683849447097785,0.710129834698285,0.8951048951048951,51.0613259535947,65.18982051649155,0.7832714609281266,2
000100,25H1,23.491525423728813,0.45054657565386197,1.2416071166211846,-0.05530526718265856,-0.43363598507486073,0.0,0.6584595490348513,2.57191802677763,0.5576436453374011,0.690909090909091,46.00178915482316,48.55474064894347,0.947421169179371,3
000100,25H2,28.451612903225808,0.7888106983288629,2.7270488006923936,0.3213014761746165,0.0870113769896297,0.10828025477707007,0.7924090338562904,2.4423470353692043,0.605101668865735,0.5648351648351648,32.238231597370756,34.27096959653365,0.9406863002974829,3
000100,26,34.285714285714285,0.421890211277999,0.9235282235421591,-0.25404330084228555,-0.20701416938432615,1.0,1.241894608147959,2.411439497906128,0.6605152756757696,0.4270676691729323,41.62394476602139,41.62756811780513,0.9999129578798961,3
000150,23,20.655737704918035,0.7697122601743404,1.504398639851856,0.3529334763094922,-0.20131614826968847,0.8082191780821918,1.1332233851084408,2.6438079323738566,0.735099310755028,0.8892857142857141,38.482017938729626,57.113414057711644,0.6737824830405784,3
000150,24H1,27.074380165289256,0.9347599746193034,1.9948883252692147,0.9117517470396354,0.012903404835907782,0.44970414201183434,1.3972801160225063,2.559014621941722,0.5039291948368532,0.8296703296703297,73.05515145726095,67.07403733691642,1.0891718220315423,2
000150,24H2,14.341463414634147,0.6509356100940938,1.2247303407376542,0.4870704889116177,0.5921712632199431,0.7806451612903226,1.0256943087553256,2.9885637840753785,0.8210479261578564,0.8571428571428573,68.83434218688461,75.27888082535921,0.9143911470545717,2
000150,25H1,19.220338983050848,1.153746789458258,2.6000598252017597,1.1526625933059038,0.842407875093012,1.0,4.139293761254546,2.8779492378976075,0.8735870287927815,0.7999999999999999,75.93762047948518,77.72980848970255,0.9769433625910091,1
000150,25H2,20.322580645161292,0.963948147934393,2.919244353048628,0.627375631154073,-0.09798040836020379,0.7185185185185186,0.5304361978567816,2.6602595372658615,0.47663155556997305,0.9393939393939393,67.0539475545669,68.50828134440769,0.9787714162244197,2
000150,26,24.0,0.5267535790742621,1.1222808046826311,0.540159484548509,-0.13491931789937064,0.587378640776699,1.3851368862163755,2.623632859289627,0.6382269181438868,0.2351648351648352,103.01215308366349,97.24287261527674,1.0593285689040866,2
000250,23,14.632258064516128,0.6358306081147336,1.8932599339845209,0.5991871378172445,-0.2406935630158617,0.36075949367088606,0.5693903194696611,2.8653704556907473,0.5252497288717615,0.7999999999999999,63.43228043666404,79.05550634573414,0.8023764993579965,3
000250,24H1,14.578512396694215,0.8620056097700937,1.9301086096305513,0.9292160415271254,0.4054651081081644,0.4873417721518987,0.7757602167189541,3.0239031505206873,0.4273514289518177,0.9285714285714288,68.14162026236448,75.21648149869137,0.9059400134736431,2
000250,24H2,14.341463414634147,0.5338569431562724,0.5640883483363013,0.018463867599950674,-0.4265185173059967,0.09202453987730061,1.0581860390159774,3.016934481204594,0.6740668710698065,0.3571428571428572,73.57648287942385,80.7825841018318,0.9107963516823852,3
000250,25H1,27.76271186440678,1.0950809095566085,3.193466219471284,0.6714864569822036,0.20550489224961194,0.0,0.9159362838293518,2.5288008433452256,0.8085135464802734,0.7472527472527472,66.93087111352267,76.35720167694171,0.8765495545095965,2
000250,25H2,26.41935483870968,0.7459875543481176,1.802618162001887,0.6205736515826835,0.0588405000229336,0.13068181818181818,0.5277297255075108,2.559014621941722,0.471178986361031,0.8681318681318682,62.28209584336281,62.23811625537972,1.0007066343043325,2
000250,26,12.0,1.0036284144315062,2.2419406380754605,0.7363082382403282,-0.4935341266559297,0.0,0.5924644865826434,3.1039458581942236,1.1941615493012234,0.8571428571428573,123.1468846909124,122.354209201523,1.0064785306084878,2
000270,23,11.01639344262295,0.36237581508679567,-0.6742318677234161,-0.14403200810388236,-0.12516314295400605,0.5517241379310345,1.173463666914232,3.1780538303479458,0.30699516567208635,0.5952380952380953,24.490985532837513,24.594727900463855,0.9957819265963749,3
000270,24H1,16.661157024793386,0.5492812234947846,0.7335992369672044,0.7564908554209773,0.5978370007556204,0.24285714285714285,0.6577491376842102,2.9639835752394106,0.5544742131424942,0.523809523809524,37.291723913639125,38.40935745604313,0.9709020505307057,3
000270,24H2,24.585365853658537,0.5733427814034567,1.819909210156058,-0.14746435204030617,-0.03278982282299084,0.25766871165644173,0.6065014084257843,2.7245795030534206,0.734535333603389,0.9160839160839163,33.4839105345612,36.105366811439666,0.9273942765747534,3
000270,25H1,21.35593220338983,0.47595373450171746,0.5454266394355292,0.05116122728189298,0.17733401528291545,0.6546762589928058,0.8141789180267329,2.6878474937846906,0.6952619095311531,0.6848484848484848,33.14320257555062,35.27115558323591,0.939668747096659,3
000270,25H2,30.483870967741936,0.522253162984391,0.9721502276522369,0.5543735255011998,0.36545977349446535,0.6644736842105263,1.0577952008837153,2.4849066497880004,0.7559289460184545,0.6178571428571428,31.733566040797662,32.87230271228563,0.9653587799596899,3
000270,26,27.428571428571427,0.5022580392419311,1.198582444301264,0.27530114549849743,0.10536051565782635,0.07511737089201878,0.9179311099574031,2.56974552972503,0.5035348139886713,0.6882352941176471,63.06173475660935,63.26934838674186,0.9967185748640329,3
000500,23,21.13548387096774,0.6951120339244958,2.2333256892689266,0.3342253700701468,0.07717845607339083,0.8994082840236687,1.4913881683787111,2.540996116439044,0.7344511057185182,0.7747252747252747,57.04287789468812,64.66068998019705,0.8821878936361187,2
000500,24H1,22.90909090909091,0.7104536107720669,1.4354829781801304,0.949473340714014,-0.043634935896869925,0.78125,1.8024846085479147,2.6772785424354564,0.5319701001936106,0.8272727272727273,85.3358684683459,77.40439581057029,1.1024679874407401,2
000500,24H2,24.585365853658537,0.40632080339328136,0.7719924354853176,0.16962199320339055,-0.10227884912041818,0.7602739726027398,0.9333249228905207,2.4350742760401247,0.6050754291012309,0.3426573426573427,76.60102665535453,79.81292153230736,0.9597572070375511,3
000500,25H1,14.94915254237288,0.9286101718981378,1.57014976007576,0.8369879329363941,0.4160472174387013,1.0,2.9481898720263136,3.0099169085459474,0.6387651331475457,0.6785714285714287,72.49428139831275,75.20118659941284,0.9640044881802274,1
000500,25H2,24.387096774193548,0.9113406910227448,2.157848685509725,0.4009151950761429,-0.1743533871447778,0.7391304347826086,1.625045158638753,2.7300291078209855,0.3796010061499847,0.7412587412587414,49.87758991154814,56.01418273412922,0.89044573136578,2
